OG	tree	reconciliation_map	flipped_nodes
536	((noD_5_10_4_2|G17_7[node_id=16;species=H7],X[node_id=18])S[node_id=17],((noD_5_10_4_2|G8_4[node_id=1;species=H4],(noD_5_10_4_2|G6_2[node_id=0;species=H2],noD_5_10_4_2|G5_1[node_id=2;species=H1])S[node_id=3])S[node_id=4],(noD_5_10_4_2|G3_4[node_id=6;species=H4],(noD_5_10_4_2|G1_2[node_id=7;species=H2],noD_5_10_4_2|G0_1[node_id=5;species=H1])S[node_id=8])S[node_id=9],(noD_5_10_4_2|G13_4[node_id=11;species=H4],(noD_5_10_4_2|G11_2[node_id=12;species=H2],noD_5_10_4_2|G10_1[node_id=10;species=H1])S[node_id=13])S[node_id=14])D[node_id=15])S[node_id=19];	0:8,1:6,2:9,3:7,4:5,5:9,6:6,7:8,8:7,9:5,10:9,11:6,12:8,13:7,14:5,15:5,16:4,17:2,18:3,19:1	
537	((noD_5_8_7_0|G0_0[node_id=13;species=H0],(noD_5_8_7_0|G16_7[node_id=14;species=H7],noD_5_8_7_0|G15_7[node_id=15;species=H7])D[node_id=16])S[node_id=17],((noD_5_8_7_0|G6_4[node_id=4;species=H4],((noD_5_8_7_0|G3_2[node_id=0;species=H2],noD_5_8_7_0|G2_2[node_id=1;species=H2])D[node_id=2],noD_5_8_7_0|G1_1[node_id=3;species=H1])S[node_id=5])S[node_id=6],(noD_5_8_7_0|G11_4[node_id=9;species=H4],(noD_5_8_7_0|G9_2[node_id=8;species=H2],noD_5_8_7_0|G8_1[node_id=7;species=H1])S[node_id=10])S[node_id=11])D[node_id=12])S[node_id=18];	0:8,1:8,2:8,3:9,4:6,5:7,6:5,7:9,8:8,9:6,10:7,11:5,12:5,13:3,14:4,15:4,16:4,17:2,18:1	
538	(((noD_5_5_3_1|G1_0[node_id=0;species=H0],noD_5_5_4_4|G0_0[node_id=1;species=H0],noD_5_5_3_1|G0_0[node_id=2;species=H0])D[node_id=3],X[node_id=14])S[node_id=13],((noD_5_5_4_4|G4_4[node_id=10;species=H4],noD_5_5_3_1|G6_4[node_id=11;species=H4])D[node_id=12],((noD_5_5_3_1|G4_2[node_id=7;species=H2],noD_5_5_4_4|G2_2[node_id=8;species=H2])D[node_id=9],(noD_5_5_3_1|G3_1[node_id=4;species=H1],noD_5_5_4_4|G1_1[node_id=5;species=H1])D[node_id=6])S[node_id=15])S[node_id=16])S[node_id=17];	0:3,1:3,2:3,3:3,4:9,5:9,6:9,7:8,8:8,9:8,10:6,11:6,12:6,13:2,14:4,15:7,16:5,17:1	
539	(((noD_5_7_4_3|G2_0[node_id=5;species=H0],noD_5_7_4_3|G0_0[node_id=6;species=H0],noD_5_7_4_3|G1_0[node_id=7;species=H0])D[node_id=8],(noD_5_7_4_3|G13_7[node_id=0;species=H7],(noD_5_7_4_3|G15_7[node_id=1;species=H7],noD_5_7_4_3|G14_7[node_id=2;species=H7])D[node_id=3])D[node_id=4])S[node_id=13],((noD_5_7_4_3|G8_2[node_id=12;species=H2],(noD_5_7_4_3|G5_1[node_id=9;species=H1],noD_5_7_4_3|G6_1[node_id=10;species=H1])D[node_id=11])S[node_id=14],X[node_id=16])S[node_id=15])S[node_id=17];	0:4,1:4,2:4,3:4,4:4,5:3,6:3,7:3,8:3,9:9,10:9,11:9,12:8,13:2,14:7,15:5,16:6,17:1	
540	(((noD_5_1_5_3|G0_0[node_id=3;species=H0],noD_5_1_8_2|G0_0[node_id=4;species=H0])D[node_id=5],(noD_5_1_5_3|G7_7[node_id=9;species=H7],noD_5_1_8_2|G7_7[node_id=10;species=H7])D[node_id=11])S[node_id=15],((noD_5_1_8_2|G4_4[node_id=0;species=H4],noD_5_1_5_3|G4_4[node_id=1;species=H4])D[node_id=2],((noD_5_1_5_3|G2_2[node_id=12;species=H2],noD_5_1_8_2|G2_2[node_id=13;species=H2])D[node_id=14],(noD_5_1_5_3|G1_1[node_id=6;species=H1],noD_5_1_8_2|G1_1[node_id=7;species=H1])D[node_id=8])S[node_id=16])S[node_id=17])S[node_id=18];	0:6,1:6,2:6,3:3,4:3,5:3,6:9,7:9,8:9,9:4,10:4,11:4,12:8,13:8,14:8,15:2,16:7,17:5,18:1	
541	(((noD_5_6_7_3|G0_0[node_id=14;species=H0],noD_5_6_7_3|G1_0[node_id=15;species=H0])D[node_id=16],noD_5_6_7_3|G17_7[node_id=13;species=H7])S[node_id=17],((noD_5_6_7_3|G13_4[node_id=0;species=H4],(noD_5_6_7_3|G11_2[node_id=1;species=H2],noD_5_6_7_3|G10_1[node_id=2;species=H1])S[node_id=3])S[node_id=4],((noD_5_6_7_3|G6_4[node_id=5;species=H4],noD_5_6_7_3|G7_4[node_id=6;species=H4])D[node_id=7],(noD_5_6_7_3|G4_2[node_id=9;species=H2],noD_5_6_7_3|G3_1[node_id=8;species=H1])S[node_id=10])S[node_id=11])D[node_id=12])S[node_id=18];	0:6,1:8,2:9,3:7,4:5,5:6,6:6,7:6,8:9,9:8,10:7,11:5,12:5,13:4,14:3,15:3,16:3,17:2,18:1	
542	((noD_5_9_3_2|G0_0[node_id=0;species=H0],(noD_5_9_3_2|G16_7[node_id=1;species=H7],noD_5_9_3_2|G15_7[node_id=2;species=H7])D[node_id=3])S[node_id=17],((noD_5_9_3_2|G11_4[node_id=5;species=H4],(noD_5_9_3_2|G9_2[node_id=4;species=H2],noD_5_9_3_2|G8_1[node_id=6;species=H1])S[node_id=7])S[node_id=8],((noD_5_9_3_2|G4_4[node_id=11;species=H4],noD_5_9_3_2|G5_4[node_id=12;species=H4])D[node_id=13],(noD_5_9_3_2|G2_2[node_id=10;species=H2],noD_5_9_3_2|G1_1[node_id=9;species=H1])S[node_id=14])S[node_id=15])D[node_id=16])S[node_id=18];	0:3,1:4,2:4,3:4,4:8,5:6,6:9,7:7,8:5,9:9,10:8,11:6,12:6,13:6,14:7,15:5,16:5,17:2,18:1	
543	((noD_5_8_9_3|G0_0[node_id=16;species=H0],X[node_id=18])S[node_id=17],((noD_5_8_9_3|G15_4[node_id=0;species=H4],(noD_5_8_9_3|G13_2[node_id=2;species=H2],noD_5_8_9_3|G12_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],(noD_5_8_9_3|G9_4[node_id=6;species=H4],(noD_5_8_9_3|G7_2[node_id=5;species=H2],noD_5_8_9_3|G6_1[node_id=7;species=H1])S[node_id=8])S[node_id=9],(noD_5_8_9_3|G4_4[node_id=11;species=H4],(noD_5_8_9_3|G2_2[node_id=12;species=H2],noD_5_8_9_3|G1_1[node_id=10;species=H1])S[node_id=13])S[node_id=14])D[node_id=15])S[node_id=19];	0:6,1:9,2:8,3:7,4:5,5:8,6:6,7:9,8:7,9:5,10:9,11:6,12:8,13:7,14:5,15:5,16:3,17:2,18:4,19:1	
544	((noD_5_8_3_4|G0_0[node_id=11;species=H0],(noD_5_8_3_4|G13_7[node_id=12;species=H7],noD_5_8_3_4|G14_7[node_id=13;species=H7],noD_5_8_3_4|G15_7[node_id=14;species=H7])D[node_id=15])S[node_id=16],((noD_5_8_3_4|G4_4[node_id=2;species=H4],(noD_5_8_3_4|G2_2[node_id=0;species=H2],noD_5_8_3_4|G1_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],(noD_5_8_3_4|G9_4[node_id=6;species=H4],(noD_5_8_3_4|G7_2[node_id=7;species=H2],noD_5_8_3_4|G6_1[node_id=5;species=H1])S[node_id=8])S[node_id=9])D[node_id=10])S[node_id=17];	0:8,1:9,2:6,3:7,4:5,5:9,6:6,7:8,8:7,9:5,10:5,11:3,12:4,13:4,14:4,15:4,16:2,17:1	
545	(((noD_5_10_0_3|G18_7[node_id=0;species=H7],noD_5_10_0_3|G16_7[node_id=1;species=H7],noD_5_10_0_3|G15_7[node_id=2;species=H7])D[node_id=3],X[node_id=16])S[node_id=15],((noD_5_10_0_3|G4_4[node_id=6;species=H4],(noD_5_10_0_3|G2_2[node_id=4;species=H2],noD_5_10_0_3|G1_1[node_id=5;species=H1])S[node_id=7])S[node_id=8],(noD_5_10_0_3|G11_4[node_id=10;species=H4],(noD_5_10_0_3|G9_2[node_id=11;species=H2],noD_5_10_0_3|G8_1[node_id=9;species=H1])S[node_id=12])S[node_id=13])D[node_id=14])S[node_id=17];	0:4,1:4,2:4,3:4,4:8,5:9,6:6,7:7,8:5,9:9,10:6,11:8,12:7,13:5,14:5,15:2,16:3,17:1	
546	((((noD_5_10_2_2|G1_0[node_id=11;species=H0],noD_5_10_2_2|G3_0[node_id=12;species=H0],noD_5_10_2_2|G0_0[node_id=13;species=H0])D[node_id=14],noD_5_10_2_2|G19_7[node_id=15;species=H7])S[node_id=16],(noD_5_10_2_2|G11_0[node_id=17;species=H0],X[node_id=20])S[node_id=19])D[node_id=18],((noD_5_10_2_2|G8_4[node_id=0;species=H4],(noD_5_10_2_2|G6_2[node_id=2;species=H2],noD_5_10_2_2|G5_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],(noD_5_10_2_2|G15_4[node_id=6;species=H4],(noD_5_10_2_2|G13_2[node_id=7;species=H2],noD_5_10_2_2|G12_1[node_id=5;species=H1])S[node_id=8])S[node_id=9])D[node_id=10])S[node_id=21];	0:6,1:9,2:8,3:7,4:5,5:9,6:6,7:8,8:7,9:5,10:5,11:3,12:3,13:3,14:3,15:4,16:2,17:3,18:2,19:2,20:4,21:1	
547	((noD_5_5_10_4|G0_0[node_id=16;species=H0],noD_5_5_10_4|G19_7[node_id=17;species=H7])S[node_id=18],((noD_5_5_10_4|G4_4[node_id=2;species=H4],(noD_5_5_10_4|G2_2[node_id=1;species=H2],noD_5_5_10_4|G1_1[node_id=0;species=H1])S[node_id=3])S[node_id=4],(noD_5_5_10_4|G14_4[node_id=5;species=H4],(noD_5_5_10_4|G12_2[node_id=6;species=H2],noD_5_5_10_4|G11_1[node_id=7;species=H1])S[node_id=8])S[node_id=9],(noD_5_5_10_4|G9_4[node_id=12;species=H4],(noD_5_5_10_4|G7_2[node_id=11;species=H2],noD_5_5_10_4|G6_1[node_id=10;species=H1])S[node_id=13])S[node_id=14])D[node_id=15])S[node_id=19];	0:9,1:8,2:6,3:7,4:5,5:6,6:8,7:9,8:7,9:5,10:9,11:8,12:6,13:7,14:5,15:5,16:3,17:4,18:2,19:1	
548	((((noD_5_10_2_3|G0_0[node_id=0;species=H0],noD_5_9_9_1|G0_0[node_id=1;species=H0])D[node_id=2],(noD_5_9_9_1|G4_7[node_id=3;species=H7],noD_5_9_9_1|G2_7[node_id=4;species=H7],noD_5_9_9_1|G1_7[node_id=5;species=H7])D[node_id=6])S[node_id=18],((noD_5_10_2_3|G7_4[node_id=7;species=H4],(noD_5_10_2_3|G5_2[node_id=9;species=H2],noD_5_10_2_3|G4_1[node_id=8;species=H1])S[node_id=10])S[node_id=11],(noD_5_10_2_3|G2_4[node_id=12;species=H4],(noD_5_10_2_3|G1_2[node_id=13;species=H2],X[node_id=15])S[node_id=14])S[node_id=16])D[node_id=17])S[node_id=19],((noD_5_10_2_3|G11_7[node_id=20;species=H7],X[node_id=23])S[node_id=22],X[node_id=25])S[node_id=24])D[node_id=21];	0:3,1:3,2:3,3:4,4:4,5:4,6:4,7:6,8:9,9:8,10:7,11:5,12:6,13:8,14:7,15:9,16:5,17:5,18:2,19:1,20:4,21:1,22:2,23:3,24:1,25:5	
549	(((noD_5_6_2_0|G0_0[node_id=0;species=H0],noD_5_6_1_3|G0_0[node_id=1;species=H0])D[node_id=2],(noD_5_6_2_0|G9_7[node_id=6;species=H7],noD_5_6_1_3|G7_7[node_id=7;species=H7])D[node_id=8])S[node_id=16],((noD_5_6_1_3|G4_4[node_id=9;species=H4],noD_5_6_2_0|G6_4[node_id=10;species=H4])D[node_id=11],((noD_5_6_2_0|G4_2[node_id=3;species=H2],noD_5_6_1_3|G2_2[node_id=4;species=H2])D[node_id=5],(noD_5_6_1_3|G1_1[node_id=12;species=H1],noD_5_6_2_0|G2_1[node_id=13;species=H1],noD_5_6_2_0|G1_1[node_id=14;species=H1])D[node_id=15])S[node_id=17])S[node_id=18])S[node_id=19];	0:3,1:3,2:3,3:8,4:8,5:8,6:4,7:4,8:4,9:6,10:6,11:6,12:9,13:9,14:9,15:9,16:2,17:7,18:5,19:1	
550	(((noD_5_3_1_4|G6_4[node_id=0;species=H4],(noD_5_3_1_4|G4_2[node_id=1;species=H2],noD_5_3_1_4|G3_1[node_id=2;species=H1])S[node_id=3])S[node_id=4],X[node_id=22])S[node_id=21],(((noD_5_2_9_3|G0_0[node_id=8;species=H0],(noD_5_3_1_4|G0_0[node_id=9;species=H0],noD_5_3_1_4|G1_0[node_id=10;species=H0])D[node_id=11])D[node_id=12],(noD_5_3_1_4|G9_7[node_id=5;species=H7],noD_5_2_9_3|G1_7[node_id=6;species=H7])D[node_id=7])S[node_id=13],((noD_5_2_9_4|G1_2[node_id=14;species=H2],X[node_id=16])S[node_id=15],X[node_id=18])S[node_id=17])S[node_id=19])D[node_id=20];	0:6,1:8,2:9,3:7,4:5,5:4,6:4,7:4,8:3,9:3,10:3,11:3,12:3,13:2,14:8,15:7,16:9,17:5,18:6,19:1,20:1,21:1,22:2	
551	(((noD_5_5_5_2|G0_0[node_id=13;species=H0],noD_5_5_7_2|G0_0[node_id=14;species=H0])D[node_id=15],(noD_5_5_5_2|G7_7[node_id=6;species=H7],noD_5_5_7_2|G7_7[node_id=7;species=H7],noD_5_5_7_2|G8_7[node_id=8;species=H7])D[node_id=9])S[node_id=16],((noD_5_5_5_2|G4_4[node_id=3;species=H4],noD_5_5_7_2|G4_4[node_id=4;species=H4])D[node_id=5],((noD_5_5_5_2|G2_2[node_id=10;species=H2],noD_5_5_7_2|G2_2[node_id=11;species=H2])D[node_id=12],(noD_5_5_5_2|G1_1[node_id=0;species=H1],noD_5_5_7_2|G1_1[node_id=1;species=H1])D[node_id=2])S[node_id=17])S[node_id=18])S[node_id=19];	0:9,1:9,2:9,3:6,4:6,5:6,6:4,7:4,8:4,9:4,10:8,11:8,12:8,13:3,14:3,15:3,16:2,17:7,18:5,19:1	
552	((noD_5_1_3_3|G0_0[node_id=18;species=H0],(noD_5_1_8_3|G7_7[node_id=15;species=H7],noD_5_1_3_3|G9_7[node_id=16;species=H7])D[node_id=17])S[node_id=19],(((noD_5_1_3_3|G4_4[node_id=0;species=H4],noD_5_1_3_3|G5_4[node_id=1;species=H4])D[node_id=2],(noD_5_1_3_3|G2_2[node_id=3;species=H2],noD_5_1_3_3|G1_1[node_id=4;species=H1])S[node_id=5])S[node_id=6],(noD_5_1_8_3|G5_4[node_id=10;species=H4],((noD_5_1_8_3|G2_2[node_id=7;species=H2],noD_5_1_8_3|G1_2[node_id=8;species=H2])D[node_id=9],noD_5_1_8_3|G0_1[node_id=11;species=H1])S[node_id=12])S[node_id=13])D[node_id=14])S[node_id=20];	0:6,1:6,2:6,3:8,4:9,5:7,6:5,7:8,8:8,9:8,10:6,11:9,12:7,13:5,14:5,15:4,16:4,17:4,18:3,19:2,20:1	
553	((noD_5_7_9_4|G0_0[node_id=0;species=H0],noD_5_7_9_4|G19_7[node_id=17;species=H7])S[node_id=18],((noD_5_7_9_4|G9_4[node_id=3;species=H4],(noD_5_7_9_4|G7_2[node_id=1;species=H2],noD_5_7_9_4|G6_1[node_id=2;species=H1])S[node_id=4])S[node_id=5],(noD_5_7_9_4|G14_4[node_id=6;species=H4],(noD_5_7_9_4|G12_2[node_id=7;species=H2],noD_5_7_9_4|G11_1[node_id=8;species=H1])S[node_id=9])S[node_id=10],(noD_5_7_9_4|G4_4[node_id=13;species=H4],(noD_5_7_9_4|G2_2[node_id=12;species=H2],noD_5_7_9_4|G1_1[node_id=11;species=H1])S[node_id=14])S[node_id=15])D[node_id=16])S[node_id=19];	0:3,1:8,2:9,3:6,4:7,5:5,6:6,7:8,8:9,9:7,10:5,11:9,12:8,13:6,14:7,15:5,16:5,17:4,18:2,19:1	
554	((noD_5_10_10_3|G0_0[node_id=18;species=H0],noD_5_10_10_3|G21_7[node_id=19;species=H7])S[node_id=20],((noD_5_10_10_3|G11_4[node_id=0;species=H4],(noD_5_10_10_3|G9_2[node_id=4;species=H2],(noD_5_10_10_3|G6_1[node_id=1;species=H1],noD_5_10_10_3|G7_1[node_id=2;species=H1])D[node_id=3])S[node_id=5])S[node_id=6],(noD_5_10_10_3|G16_4[node_id=9;species=H4],(noD_5_10_10_3|G14_2[node_id=7;species=H2],noD_5_10_10_3|G13_1[node_id=8;species=H1])S[node_id=10])S[node_id=11],(noD_5_10_10_3|G4_4[node_id=13;species=H4],(noD_5_10_10_3|G2_2[node_id=14;species=H2],noD_5_10_10_3|G1_1[node_id=12;species=H1])S[node_id=15])S[node_id=16])D[node_id=17])S[node_id=21];	0:6,1:9,2:9,3:9,4:8,5:7,6:5,7:8,8:9,9:6,10:7,11:5,12:9,13:6,14:8,15:7,16:5,17:5,18:3,19:4,20:2,21:1	
555	(((noD_5_10_2_1|G16_7[node_id=0;species=H7],noD_5_10_2_1|G9_7[node_id=1;species=H7],noD_5_10_2_1|G18_7[node_id=2;species=H7],noD_5_10_2_1|G13_7[node_id=3;species=H7],noD_5_10_2_1|G10_7[node_id=4;species=H7],noD_5_10_2_1|G19_7[node_id=5;species=H7],noD_5_10_2_1|G12_7[node_id=6;species=H7])D[node_id=7],X[node_id=16])S[node_id=15],(noD_5_10_2_1|G7_4[node_id=14;species=H4],((noD_5_10_2_1|G1_2[node_id=8;species=H2],noD_5_10_2_1|G4_2[node_id=9;species=H2])D[node_id=10],(noD_5_10_2_1|G3_1[node_id=11;species=H1],noD_5_10_2_1|G0_1[node_id=12;species=H1])D[node_id=13])S[node_id=17])S[node_id=18])S[node_id=19];	0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:8,9:8,10:8,11:9,12:9,13:9,14:6,15:2,16:3,17:7,18:5,19:1	
556	((noD_5_10_7_4|G0_0[node_id=1;species=H0],noD_5_10_7_4|G21_7[node_id=0;species=H7])S[node_id=20],((noD_5_10_7_4|G17_4[node_id=4;species=H4],(noD_5_10_7_4|G15_2[node_id=3;species=H2],noD_5_10_7_4|G14_1[node_id=2;species=H1])S[node_id=5])S[node_id=6],((noD_5_10_7_4|G4_4[node_id=7;species=H4],noD_5_10_7_4|G11_4[node_id=8;species=H4],noD_5_10_7_4|G5_4[node_id=9;species=H4])D[node_id=10],((noD_5_10_7_4|G9_2[node_id=11;species=H2],noD_5_10_7_4|G8_1[node_id=12;species=H1])S[node_id=13],(noD_5_10_7_4|G2_2[node_id=15;species=H2],noD_5_10_7_4|G1_1[node_id=14;species=H1])S[node_id=16])D[node_id=17])S[node_id=18])D[node_id=19])S[node_id=21];	0:4,1:3,2:9,3:8,4:6,5:7,6:5,7:6,8:6,9:6,10:6,11:8,12:9,13:7,14:9,15:8,16:7,17:7,18:5,19:5,20:2,21:1	
557	(((noD_5_6_3_0|G21_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_6_3_0|G9_4[node_id=2;species=H4],(noD_5_6_3_0|G7_2[node_id=0;species=H2],noD_5_6_3_0|G6_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8],((noD_5_6_3_0|G4_4[node_id=11;species=H4],(noD_5_6_3_0|G2_2[node_id=10;species=H2],noD_5_6_3_0|G1_1[node_id=9;species=H1])S[node_id=12])S[node_id=13],X[node_id=27])S[node_id=26],((noD_5_6_3_0|G0_0[node_id=18;species=H0],X[node_id=21])S[node_id=20],((noD_5_6_3_0|G14_4[node_id=15;species=H4],noD_5_6_3_0|G15_4[node_id=16;species=H4])D[node_id=17],(noD_5_6_3_0|G12_2[node_id=19;species=H2],noD_5_6_3_0|G11_1[node_id=14;species=H1])S[node_id=22])S[node_id=23])S[node_id=24])D[node_id=25];	0:8,1:9,2:6,3:4,4:2,5:3,6:7,7:5,8:1,9:9,10:8,11:6,12:7,13:5,14:9,15:6,16:6,17:6,18:3,19:8,20:2,21:4,22:7,23:5,24:1,25:1,26:1,27:2	
558	(((noD_5_5_5_1|G1_0[node_id=1;species=H0],noD_5_5_5_1|G0_0[node_id=2;species=H0],noD_5_5_5_1|G2_0[node_id=3;species=H0])D[node_id=4],noD_5_5_5_1|G21_7[node_id=0;species=H7])S[node_id=20],((noD_5_5_5_1|G8_4[node_id=6;species=H4],(noD_5_5_5_1|G6_2[node_id=7;species=H2],noD_5_5_5_1|G5_1[node_id=5;species=H1])S[node_id=8])S[node_id=9],(noD_5_5_5_1|G17_4[node_id=13;species=H4],((noD_5_5_5_1|G13_2[node_id=14;species=H2],noD_5_5_5_1|G14_2[node_id=15;species=H2])D[node_id=16],(noD_5_5_5_1|G10_1[node_id=10;species=H1],noD_5_5_5_1|G11_1[node_id=11;species=H1])D[node_id=12])S[node_id=17])S[node_id=18])D[node_id=19])S[node_id=21];	0:4,1:3,2:3,3:3,4:3,5:9,6:6,7:8,8:7,9:5,10:9,11:9,12:9,13:6,14:8,15:8,16:8,17:7,18:5,19:5,20:2,21:1	
559	(((noD_5_8_1_4|G7_0[node_id=17;species=H0],noD_5_8_1_4|G0_0[node_id=18;species=H0])D[node_id=19],noD_5_8_1_4|G21_7[node_id=0;species=H7])S[node_id=20],((noD_5_8_1_4|G16_4[node_id=2;species=H4],(noD_5_8_1_4|G14_2[node_id=1;species=H2],noD_5_8_1_4|G13_1[node_id=3;species=H1])S[node_id=4])S[node_id=5],(noD_5_8_1_4|G4_4[node_id=6;species=H4],(noD_5_8_1_4|G2_2[node_id=7;species=H2],noD_5_8_1_4|G1_1[node_id=8;species=H1])S[node_id=9])S[node_id=10],(noD_5_8_1_4|G11_4[node_id=13;species=H4],(noD_5_8_1_4|G9_2[node_id=12;species=H2],noD_5_8_1_4|G8_1[node_id=11;species=H1])S[node_id=14])S[node_id=15])D[node_id=16])S[node_id=21];	0:4,1:8,2:6,3:9,4:7,5:5,6:6,7:8,8:9,9:7,10:5,11:9,12:8,13:6,14:7,15:5,16:5,17:3,18:3,19:3,20:2,21:1	
560	(((noD_5_5_2_3|G0_0[node_id=17;species=H0],noD_5_5_2_3|G1_0[node_id=18;species=H0])D[node_id=19],noD_5_5_2_3|G21_7[node_id=20;species=H7])S[node_id=21],(((noD_5_5_2_3|G11_4[node_id=3;species=H4],noD_5_5_2_3|G6_4[node_id=4;species=H4])D[node_id=5],((noD_5_5_2_3|G9_2[node_id=0;species=H2],noD_5_5_2_3|G4_2[node_id=1;species=H2])D[node_id=2],(noD_5_5_2_3|G8_1[node_id=6;species=H1],noD_5_5_2_3|G3_1[node_id=7;species=H1])D[node_id=8])S[node_id=9])S[node_id=10],(noD_5_5_2_3|G17_4[node_id=11;species=H4],(noD_5_5_2_3|G15_2[node_id=12;species=H2],noD_5_5_2_3|G14_1[node_id=13;species=H1])S[node_id=14])S[node_id=15])D[node_id=16])S[node_id=22];	0:8,1:8,2:8,3:6,4:6,5:6,6:9,7:9,8:9,9:7,10:5,11:6,12:8,13:9,14:7,15:5,16:5,17:3,18:3,19:3,20:4,21:2,22:1	
561	(((noD_5_10_4_3|G1_0[node_id=19;species=H0],noD_5_10_4_3|G0_0[node_id=20;species=H0])D[node_id=21],noD_5_10_4_3|G23_7[node_id=18;species=H7])S[node_id=22],((noD_5_10_4_3|G13_4[node_id=2;species=H4],(noD_5_10_4_3|G11_2[node_id=0;species=H2],noD_5_10_4_3|G10_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],((noD_5_10_4_3|G7_4[node_id=5;species=H4],noD_5_10_4_3|G6_4[node_id=6;species=H4])D[node_id=7],(noD_5_10_4_3|G4_2[node_id=9;species=H2],noD_5_10_4_3|G3_1[node_id=8;species=H1])S[node_id=10])S[node_id=11],(noD_5_10_4_3|G18_4[node_id=13;species=H4],(noD_5_10_4_3|G16_2[node_id=12;species=H2],noD_5_10_4_3|G15_1[node_id=14;species=H1])S[node_id=15])S[node_id=16])D[node_id=17])S[node_id=23];	0:8,1:9,2:6,3:7,4:5,5:6,6:6,7:6,8:9,9:8,10:7,11:5,12:8,13:6,14:9,15:7,16:5,17:5,18:4,19:3,20:3,21:3,22:2,23:1	
562	((((noD_5_10_2_0|G7_0[node_id=0;species=H0],noD_5_10_2_0|G8_0[node_id=1;species=H0],noD_5_10_2_0|G1_0[node_id=2;species=H0],noD_5_10_2_0|G3_0[node_id=3;species=H0],noD_5_10_2_0|G2_0[node_id=4;species=H0],noD_5_10_2_0|G0_0[node_id=5;species=H0])D[node_id=6],X[node_id=11])S[node_id=10],(noD_5_10_2_0|G14_4[node_id=8;species=H4],(noD_5_10_2_0|G12_2[node_id=9;species=H2],noD_5_10_2_0|G11_1[node_id=7;species=H1])S[node_id=12])S[node_id=13])S[node_id=14],((noD_5_10_2_0|G17_0[node_id=15;species=H0],X[node_id=20])S[node_id=19],(noD_5_10_2_0|G21_4[node_id=18;species=H4],(noD_5_10_2_0|G19_2[node_id=16;species=H2],noD_5_10_2_0|G18_1[node_id=17;species=H1])S[node_id=21])S[node_id=22])S[node_id=23])D[node_id=24];	0:3,1:3,2:3,3:3,4:3,5:3,6:3,7:9,8:6,9:8,10:2,11:4,12:7,13:5,14:1,15:3,16:8,17:9,18:6,19:2,20:4,21:7,22:5,23:1,24:1	
563	(((noD_5_10_3_4|G15_0[node_id=6;species=H0],X[node_id=9])S[node_id=8],((noD_5_10_3_4|G22_4[node_id=3;species=H4],noD_5_10_3_4|G21_4[node_id=4;species=H4])D[node_id=5],(noD_5_10_3_4|G19_2[node_id=7;species=H2],(noD_5_10_3_4|G16_1[node_id=0;species=H1],noD_5_10_3_4|G17_1[node_id=1;species=H1])D[node_id=2])S[node_id=10])S[node_id=11])S[node_id=12],((noD_5_10_3_4|G4_4[node_id=13;species=H4],(noD_5_10_3_4|G2_2[node_id=14;species=H2],noD_5_10_3_4|G1_1[node_id=15;species=H1])S[node_id=16])S[node_id=17],X[node_id=33])S[node_id=32],((noD_5_10_3_4|G0_0[node_id=27;species=H0],X[node_id=29])S[node_id=28],((noD_5_10_3_4|G9_4[node_id=20;species=H4],(noD_5_10_3_4|G7_2[node_id=19;species=H2],noD_5_10_3_4|G6_1[node_id=18;species=H1])S[node_id=21])S[node_id=22],(noD_5_10_3_4|G12_4[node_id=23;species=H4],X[node_id=26])S[node_id=25])D[node_id=24])S[node_id=30])D[node_id=31];	0:9,1:9,2:9,3:6,4:6,5:6,6:3,7:8,8:2,9:4,10:7,11:5,12:1,13:6,14:8,15:9,16:7,17:5,18:9,19:8,20:6,21:7,22:5,23:6,24:5,25:5,26:7,27:3,28:2,29:4,30:1,31:1,32:1,33:2	
564	(((noD_5_9_3_1|G7_0[node_id=20;species=H0],noD_5_9_3_1|G0_0[node_id=21;species=H0])D[node_id=22],noD_5_9_3_1|G25_7[node_id=23;species=H7])S[node_id=24],((noD_5_9_3_1|G4_4[node_id=2;species=H4],(noD_5_9_3_1|G2_2[node_id=1;species=H2],noD_5_9_3_1|G1_1[node_id=0;species=H1])S[node_id=3])S[node_id=4],(noD_5_9_3_1|G13_4[node_id=5;species=H4],((noD_5_9_3_1|G9_2[node_id=6;species=H2],noD_5_9_3_1|G10_2[node_id=7;species=H2])D[node_id=8],noD_5_9_3_1|G8_1[node_id=9;species=H1])S[node_id=10])S[node_id=11],(noD_5_9_3_1|G20_4[node_id=16;species=H4],((noD_5_9_3_1|G17_2[node_id=13;species=H2],noD_5_9_3_1|G16_2[node_id=14;species=H2])D[node_id=15],noD_5_9_3_1|G15_1[node_id=12;species=H1])S[node_id=17])S[node_id=18])D[node_id=19])S[node_id=25];	0:9,1:8,2:6,3:7,4:5,5:6,6:8,7:8,8:8,9:9,10:7,11:5,12:9,13:8,14:8,15:8,16:6,17:7,18:5,19:5,20:3,21:3,22:3,23:4,24:2,25:1	
